customer_lifetime_value,monthly_premium_auto,total_claim_amount,number_of_open_complaints,income,policy_type,vehicle_class,gender,education,state,zones
14703,71,819,1,0,Personal Auto,Four-Door Car,male,High School or Below,Oregon,northwest
18948,124,595,0,0,Personal Auto,SUV,female,Master,Oregon,northwest
12265,103,494,0,35693,Personal Auto,Sports Car,male,Bachelor,Nevada,central
4529,65,438,0,0,Personal Auto,Four-Door Car,female,College,Washington,east
9220,136,979,0,0,Personal Auto,SUV,male,High School or Below,Arizona,central
4087,104,748,0,24123,Personal Auto,SUV,male,College,California,west
9247,116,346,0,85654,Personal Auto,Two-Door Car,male,Bachelor,Arizona,central
13024,125,900,0,0,Personal Auto,SUV,male,Master,Oregon,northwest
25807,214,1027,1,71210,Corporate Auto,Luxury Car,female,College,Arizona,central
6104,76,219,0,84822,Corporate Auto,Four-Door Car,male,College,California,west
2725,69,56,1,36650,Personal Auto,Four-Door Car,female,Master,California,west
3260,90,432,0,0,Personal Auto,Two-Door Car,male,High School or Below,Oregon,northwest
23740,87,611,0,28025,Personal Auto,Four-Door Car,male,High School or Below,Oregon,northwest
7599,97,465,0,52113,Corporate Auto,Four-Door Car,male,College,Nevada,central
32467,104,731,0,37675,Corporate Auto,Four-Door Car,male,Doctor,Washington,east
5633,70,501,0,37595,Personal Auto,Four-Door Car,male,High School or Below,Oregon,northwest
5640,70,336,0,41396,Special Auto,Four-Door Car,male,High School or Below,Oregon,northwest
8370,104,433,0,77512,Corporate Auto,SUV,male,High School or Below,Oregon,northwest
5170,65,468,0,35334,Personal Auto,Four-Door Car,female,High School or Below,Oregon,northwest
7521,104,499,0,0,Personal Auto,Four-Door Car,male,College,Oregon,northwest
12731,105,504,0,40870,Personal Auto,SUV,male,Doctor,Oregon,northwest
5666,71,189,0,53907,Corporate Auto,Four-Door Car,female,Bachelor,California,west
4436,111,62,0,77609,Corporate Auto,Sports Car,female,Bachelor,Oregon,northwest
17966,70,504,0,0,Personal Auto,Four-Door Car,female,High School or Below,Washington,east
2436,61,51,1,87462,Corporate Auto,Four-Door Car,male,Master,California,west
6650,83,398,0,99494,Personal Auto,Four-Door Car,male,Bachelor,Oregon,northwest
2751,69,288,0,42585,Personal Auto,Two-Door Car,female,Bachelor,California,west
4362,110,528,0,58842,Personal Auto,Four-Door Car,male,College,California,west
4014,99,475,0,37384,Personal Auto,Four-Door Car,female,Doctor,Arizona,central
8459,70,224,0,92717,Personal Auto,Two-Door Car,female,College,Washington,east
2203,72,518,2,0,Personal Auto,Four-Door Car,male,College,Oregon,northwest
9388,78,343,0,75264,Personal Auto,Four-Door Car,female,High School or Below,Washington,east
6791,101,727,1,0,Corporate Auto,SUV,female,Bachelor,Arizona,central
23142,105,564,0,0,Personal Auto,Four-Door Car,female,College,Oregon,northwest
3038,79,241,0,31532,Personal Auto,Four-Door Car,female,Bachelor,Arizona,central
8879,113,528,0,52583,Personal Auto,SUV,female,High School or Below,California,west
21590,183,40,0,62477,Personal Auto,Luxury SUV,male,High School or Below,California,west
8457,72,79,1,26023,Personal Auto,Four-Door Car,female,College,Arizona,central
4770,64,307,0,28666,Personal Auto,Four-Door Car,male,Bachelor,California,west
4312,62,297,0,21004,Personal Auto,Two-Door Car,male,Bachelor,California,west
6293,81,388,0,45430,Personal Auto,Two-Door Car,male,Bachelor,Washington,east
7098,185,579,2,37511,Personal Auto,Luxury Car,male,Bachelor,California,west
4395,110,792,0,28719,Personal Auto,SUV,female,College,Oregon,northwest
5564,69,331,0,49833,Personal Auto,Four-Door Car,male,Master,Oregon,northwest
5321,136,652,1,67431,Personal Auto,SUV,male,College,Arizona,central
2867,78,374,0,23376,Personal Auto,Four-Door Car,female,Bachelor,Oregon,northwest
9414,84,564,2,20455,Corporate Auto,Two-Door Car,female,College,Arizona,central
7414,185,1298,0,62473,Personal Auto,Luxury SUV,female,Bachelor,Washington,east
5078,65,123,0,35289,Personal Auto,Four-Door Car,male,Bachelor,California,west
2773,68,241,0,73478,Personal Auto,Four-Door Car,female,High School or Below,Nevada,central
8072,68,51,0,30584,Personal Auto,Two-Door Car,male,Bachelor,Nevada,central
12280,102,489,0,88340,Personal Auto,Two-Door Car,male,College,Oregon,northwest
3136,79,220,1,49532,Personal Auto,Four-Door Car,female,College,Washington,east
5232,154,1140,0,0,Corporate Auto,Sports Car,male,College,Arizona,central
14722,126,604,1,43982,Personal Auto,SUV,male,Master,Washington,east
30118,187,1053,0,68906,Personal Auto,Sports Car,male,High School or Below,California,west
5970,85,372,5,64008,Personal Auto,Four-Door Car,male,College,Washington,east
8026,99,475,0,87421,Corporate Auto,Two-Door Car,female,Bachelor,California,west
3567,102,660,0,0,Personal Auto,SUV,male,Bachelor,California,west
8491,71,227,0,62076,Personal Auto,Four-Door Car,male,College,California,west
2545,66,165,0,26746,Personal Auto,Two-Door Car,female,Bachelor,Oregon,northwest
8870,73,290,0,91580,Personal Auto,Two-Door Car,male,College,California,west
46770,198,111,0,64403,Corporate Auto,Luxury SUV,female,High School or Below,Oregon,northwest
9378,119,560,0,51425,Personal Auto,Four-Door Car,male,Bachelor,Oregon,northwest
5645,71,160,0,44162,Personal Auto,Two-Door Car,female,High School or Below,Oregon,northwest
8406,105,339,0,67128,Personal Auto,SUV,female,College,California,west
4655,119,803,0,30383,Personal Auto,Two-Door Car,female,Bachelor,Oregon,northwest
6520,80,489,0,93721,Personal Auto,Four-Door Car,female,Bachelor,Arizona,central
2989,74,78,1,79867,Personal Auto,Four-Door Car,female,Bachelor,Oregon,northwest
32677,121,491,0,39393,Personal Auto,SUV,male,Doctor,Arizona,central
21112,81,136,0,0,Personal Auto,Four-Door Car,female,Bachelor,Nevada,central
4270,122,725,0,0,Corporate Auto,SUV,male,College,Arizona,central
7911,68,326,2,43916,Personal Auto,Four-Door Car,female,High School or Below,California,west
3944,100,207,1,33282,Personal Auto,SUV,female,Bachelor,California,west
23777,86,87,1,33032,Personal Auto,Two-Door Car,female,Master,Oregon,northwest
6842,87,417,0,25259,Personal Auto,Four-Door Car,male,Bachelor,Nevada,central
2521,67,333,0,19637,Personal Auto,Four-Door Car,female,College,Oregon,northwest
3808,94,451,0,94903,Corporate Auto,Two-Door Car,female,College,California,west
15512,133,638,0,39794,Corporate Auto,SUV,male,College,Oregon,northwest
6751,85,410,0,42433,Personal Auto,Four-Door Car,male,High School or Below,Oregon,northwest
7405,65,10,0,22044,Corporate Auto,Four-Door Car,female,Bachelor,California,west
7218,61,276,3,32312,Personal Auto,Two-Door Car,female,Doctor,Arizona,central
3362,97,698,0,0,Personal Auto,Four-Door Car,female,College,California,west
5038,130,936,5,72919,Personal Auto,SUV,female,High School or Below,Oregon,northwest
8681,86,541,2,0,Personal Auto,Two-Door Car,male,Bachelor,California,west
13197,68,326,3,0,Personal Auto,Four-Door Car,female,College,Arizona,central
4595,117,4,1,76357,Personal Auto,SUV,male,Bachelor,Oregon,northwest
5073,125,600,0,57709,Personal Auto,SUV,male,Doctor,Oregon,northwest
4636,66,316,1,26802,Personal Auto,Two-Door Car,male,College,Arizona,central
8376,105,75,0,26448,Personal Auto,Sports Car,female,College,California,west
25997,72,193,0,62262,Corporate Auto,Four-Door Car,female,High School or Below,Washington,east
4971,124,155,1,98784,Personal Auto,Sports Car,female,Bachelor,Oregon,northwest
13270,113,350,0,28727,Corporate Auto,SUV,male,College,Arizona,central
5519,70,132,0,50406,Corporate Auto,Four-Door Car,male,High School or Below,Oregon,northwest
7942,66,402,0,41832,Personal Auto,Four-Door Car,male,Master,Arizona,central
5504,73,350,0,0,Corporate Auto,Four-Door Car,female,Bachelor,Arizona,central
5140,138,900,0,0,Corporate Auto,SUV,female,High School or Below,Nevada,central
6583,97,465,0,0,Personal Auto,Four-Door Car,male,Bachelor,Oregon,northwest
7899,99,475,0,40032,Special Auto,Four-Door Car,female,High School or Below,California,west
7659,98,99,3,95701,Personal Auto,Four-Door Car,male,High School or Below,California,west
7055,108,777,1,0,Special Auto,Two-Door Car,male,Bachelor,Nevada,central
7238,66,393,1,0,Personal Auto,Four-Door Car,male,High School or Below,California,west
3824,95,61,0,62530,Personal Auto,Four-Door Car,female,Doctor,Washington,east
3870,106,508,0,0,Personal Auto,SUV,male,Master,California,west
16525,104,499,0,24414,Personal Auto,SUV,male,High School or Below,Washington,east
2450,62,217,0,82695,Personal Auto,Four-Door Car,male,Bachelor,Oregon,northwest
5666,143,686,0,48156,Personal Auto,SUV,female,College,California,west
7298,63,275,2,74069,Personal Auto,Two-Door Car,male,Bachelor,Washington,east
8838,114,133,3,82664,Personal Auto,SUV,male,Bachelor,California,west
5375,80,749,1,0,Personal Auto,Four-Door Car,male,High School or Below,Arizona,central
5598,71,430,0,51737,Personal Auto,Four-Door Car,female,College,Arizona,central
16953,71,234,0,76797,Personal Auto,Four-Door Car,female,Bachelor,California,west
14002,117,442,0,61225,Personal Auto,SUV,male,Bachelor,Oregon,northwest
2807,70,187,0,80915,Corporate Auto,Four-Door Car,male,High School or Below,California,west
10529,140,672,0,12688,Personal Auto,SUV,male,High School or Below,California,west
6057,83,398,0,27681,Personal Auto,Two-Door Car,male,Bachelor,Nevada,central
12904,109,523,0,27778,Personal Auto,Four-Door Car,female,Bachelor,Oregon,northwest
2471,61,114,0,95697,Personal Auto,Two-Door Car,male,High School or Below,Oregon,northwest
5651,71,396,1,44634,Personal Auto,Four-Door Car,male,Bachelor,Oregon,northwest
12885,110,528,1,37050,Personal Auto,Sports Car,male,College,California,west
5551,69,192,0,56872,Personal Auto,Two-Door Car,female,College,Oregon,northwest
5439,82,590,0,0,Personal Auto,Four-Door Car,male,High School or Below,Nevada,central
4454,68,326,1,0,Personal Auto,Four-Door Car,female,College,Nevada,central
5195,68,326,3,69488,Personal Auto,Four-Door Car,male,College,Nevada,central
4551,62,446,0,0,Personal Auto,Two-Door Car,male,High School or Below,Oregon,northwest
16570,211,1012,0,23589,Special Auto,Luxury SUV,male,Bachelor,California,west
8002,107,513,0,0,Personal Auto,SUV,female,College,California,west
2743,68,247,1,95782,Personal Auto,Four-Door Car,female,Doctor,Oregon,northwest
8139,106,508,0,24992,Personal Auto,SUV,female,Bachelor,Arizona,central
10507,92,516,0,20043,Personal Auto,Four-Door Car,male,Bachelor,Arizona,central
7218,104,748,0,0,Personal Auto,SUV,male,College,California,west
4861,61,292,0,36305,Personal Auto,Four-Door Car,male,High School or Below,Arizona,central
5786,73,395,0,44784,Personal Auto,Two-Door Car,male,Bachelor,California,west
7707,113,542,0,0,Personal Auto,Four-Door Car,female,College,Oregon,northwest
4974,65,467,3,75644,Personal Auto,Two-Door Car,male,Bachelor,Arizona,central
10626,97,44,2,27339,Personal Auto,Two-Door Car,female,High School or Below,California,west
7996,66,316,0,43657,Personal Auto,Two-Door Car,female,Master,Oregon,northwest
27945,95,684,0,0,Special Auto,Two-Door Car,male,Bachelor,Washington,east
7498,96,666,0,31134,Personal Auto,Four-Door Car,male,High School or Below,Oregon,northwest
2637,67,351,0,50512,Personal Auto,Four-Door Car,male,Master,California,west
4882,61,255,0,80604,Corporate Auto,Four-Door Car,female,College,Arizona,central
5363,67,272,1,64604,Personal Auto,Four-Door Car,female,High School or Below,California,west
3548,103,741,0,0,Corporate Auto,Four-Door Car,male,College,California,west
4233,106,508,0,95647,Personal Auto,Two-Door Car,female,Bachelor,Oregon,northwest
11293,104,499,0,0,Personal Auto,SUV,male,High School or Below,Oregon,northwest
7258,61,146,0,60969,Corporate Auto,Four-Door Car,male,High School or Below,Oregon,northwest
2695,76,547,0,0,Corporate Auto,Four-Door Car,male,High School or Below,Arizona,central
6063,79,379,0,20676,Personal Auto,Four-Door Car,male,College,Oregon,northwest
5258,65,41,0,37874,Corporate Auto,Four-Door Car,female,High School or Below,California,west
12390,66,316,0,14382,Personal Auto,Four-Door Car,male,Bachelor,California,west
3677,92,662,0,32314,Personal Auto,Four-Door Car,male,High School or Below,Arizona,central
6104,77,338,1,62455,Personal Auto,Two-Door Car,male,High School or Below,California,west
2991,74,355,0,35605,Personal Auto,Two-Door Car,female,Master,Oregon,northwest
8034,103,741,0,0,Personal Auto,SUV,female,Bachelor,Washington,east
9778,137,986,0,0,Corporate Auto,SUV,male,College,Arizona,central
7284,64,296,0,10334,Personal Auto,Four-Door Car,male,College,Oregon,northwest
2728,69,331,0,44025,Personal Auto,Two-Door Car,male,High School or Below,Arizona,central
7519,190,334,0,32397,Corporate Auto,Luxury SUV,female,Bachelor,California,west
8183,106,637,0,24345,Corporate Auto,Four-Door Car,female,Bachelor,Arizona,central
4583,115,764,4,94804,Personal Auto,SUV,male,Master,Oregon,northwest
11638,102,489,0,25370,Corporate Auto,Sports Car,female,College,Oregon,northwest
14455,78,561,0,0,Special Auto,Four-Door Car,female,College,Arizona,central
8478,109,1212,0,53234,Personal Auto,Four-Door Car,male,College,California,west
3923,108,912,0,0,Personal Auto,Four-Door Car,male,High School or Below,Arizona,central
5201,70,336,0,0,Personal Auto,Four-Door Car,male,High School or Below,Oregon,northwest
3857,121,1032,2,0,Personal Auto,SUV,female,Bachelor,Arizona,central
3649,95,456,0,19013,Corporate Auto,Four-Door Car,male,High School or Below,Oregon,northwest
2652,73,490,0,0,Personal Auto,Four-Door Car,female,Doctor,Oregon,northwest
7583,186,737,0,81568,Personal Auto,Luxury SUV,female,Master,Arizona,central
8535,72,299,0,53223,Personal Auto,Four-Door Car,female,High School or Below,Oregon,northwest
4152,123,885,0,0,Personal Auto,SUV,male,Bachelor,Arizona,central
7166,89,67,0,59253,Personal Auto,Four-Door Car,female,Bachelor,Oregon,northwest
5048,126,604,0,34452,Personal Auto,SUV,female,High School or Below,California,west
4579,118,566,1,40160,Personal Auto,Four-Door Car,male,Bachelor,Arizona,central
4605,63,302,0,22571,Corporate Auto,Four-Door Car,female,College,Oregon,northwest
4969,62,297,0,62365,Corporate Auto,Four-Door Car,female,High School or Below,Oregon,northwest
2267,61,292,0,0,Personal Auto,Four-Door Car,male,Doctor,California,west
36229,105,22,0,22220,Personal Auto,Sports Car,female,Bachelor,Nevada,central
8810,110,155,1,76266,Personal Auto,Two-Door Car,female,Bachelor,Nevada,central
4656,128,1548,1,0,Personal Auto,Sports Car,male,Master,Oregon,northwest
4318,68,230,3,0,Personal Auto,Two-Door Car,female,Bachelor,Oregon,northwest
5382,68,45,1,77552,Corporate Auto,Four-Door Car,female,Bachelor,Washington,east
2953,74,355,2,76474,Personal Auto,Four-Door Car,female,Doctor,Oregon,northwest
8051,100,344,0,57664,Personal Auto,SUV,female,Doctor,Arizona,central
6627,83,498,0,82377,Personal Auto,Four-Door Car,male,Bachelor,Oregon,northwest
10148,66,316,1,44856,Corporate Auto,Four-Door Car,female,Bachelor,California,west
7628,77,369,0,0,Personal Auto,Four-Door Car,male,College,Arizona,central
2582,64,201,0,76731,Personal Auto,Four-Door Car,female,Bachelor,California,west
3265,82,393,0,25820,Personal Auto,Four-Door Car,female,Bachelor,Nevada,central
5996,83,398,0,0,Personal Auto,Four-Door Car,female,College,Arizona,central
5768,71,109,0,92509,Personal Auto,Four-Door Car,female,Doctor,California,west
21480,68,383,0,15505,Personal Auto,Two-Door Car,female,Master,Washington,east
2891,73,518,0,21979,Personal Auto,Two-Door Car,male,Master,Washington,east
7381,96,204,3,54878,Personal Auto,Four-Door Car,male,College,Arizona,central
5308,136,652,0,40178,Special Auto,SUV,male,Bachelor,Oregon,northwest
2912,73,40,0,65436,Personal Auto,Four-Door Car,female,Bachelor,California,west
11814,106,763,0,0,Personal Auto,SUV,female,Bachelor,Oregon,northwest
4726,64,307,0,0,Personal Auto,Four-Door Car,male,High School or Below,Oregon,northwest
5073,125,600,0,57709,Corporate Auto,SUV,male,Doctor,California,west
3096,79,379,0,21604,Personal Auto,Four-Door Car,female,College,Washington,east
7891,68,453,1,28422,Corporate Auto,Four-Door Car,male,Bachelor,Oregon,northwest
19454,124,570,0,59853,Special Auto,SUV,female,Bachelor,California,west
22332,97,484,0,49078,Corporate Auto,Four-Door Car,male,College,California,west
4598,116,738,0,51523,Personal Auto,SUV,female,College,Oregon,northwest
8215,110,601,0,0,Personal Auto,SUV,male,Doctor,Oregon,northwest
4903,66,475,1,0,Corporate Auto,Four-Door Car,female,High School or Below,Washington,east
24186,102,489,0,32989,Personal Auto,SUV,female,College,Arizona,central
2419,70,336,1,0,Personal Auto,Two-Door Car,male,College,Oregon,northwest
2491,62,67,0,36631,Personal Auto,Four-Door Car,male,Doctor,Oregon,northwest
9657,131,628,0,0,Corporate Auto,SUV,male,High School or Below,Arizona,central
2621,66,144,0,26477,Personal Auto,Four-Door Car,female,College,California,west
4944,61,93,0,53607,Personal Auto,Four-Door Car,female,High School or Below,Oregon,northwest
5206,71,340,3,21594,Personal Auto,Four-Door Car,male,College,Arizona,central
6109,85,612,0,0,Personal Auto,Four-Door Car,female,Bachelor,Oregon,northwest
